case_id,case_type,domain,sub_category,state,district,intensity_level,mediation_willingness,settlement_possibility,legal_complexity,time_to_resolve_days,financial_impact,number_of_parties,eligibility_score,mediation_eligible
CASE04238,Insurance Claims,Consumer Law,Torts-Motor Accident,Uttar Pradesh,Meerut,Low,2,1,6,333,7,2,65.32,Yes
CASE04239,Intellectual Property,Civil Law,Copyright,Delhi,North Delhi,Medium,2,7,6,251,2,6,62.64,Yes
CASE04240,Family Disputes,Family Law,Inheritance-Intestate,Gujarat,Jamnagar,Medium,7,7,9,278,4,4,62,Yes
CASE04241,Criminal Appeals,Criminal Law,IPC-Cheating,Delhi,West Delhi,Low,9,5,8,351,10,3,60.48,Yes
CASE04242,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,West Bengal,Hooghly,Medium,7,8,9,294,1,6,34,No
CASE04243,Criminal Appeals,Criminal Law,IPC-Murder,Maharashtra,Nagpur,Medium,2,1,7,57,1,2,36.75,No
CASE04244,Labour & Employment Disputes,Labour Law,Termination-Wrongful,Madhya Pradesh,Gwalior,Medium,8,9,3,297,7,5,67,Yes
CASE04245,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Uttar Pradesh,Meerut,Low,9,4,3,134,9,2,47.84,Conditional
CASE04246,Environmental Law,Criminal Law,Environment-Forest,Delhi,Central Delhi,Medium,3,1,5,255,2,2,37.8,No
CASE04247,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Tamil Nadu,Madurai,Low,10,6,6,332,4,2,76.22,Yes
CASE04248,Medical Negligence,Civil Law,Torts-Medical Negligence,Punjab,Chandigarh,Medium,3,2,4,213,2,2,59,Conditional
CASE04249,Immigration & Passport Matters,Administrative Law,Service-Transfer,West Bengal,Asansol,Medium,7,1,7,96,6,6,53,Conditional
CASE04250,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Bihar,Munger,Medium,2,7,8,257,3,4,18.48,No
CASE04251,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Maharashtra,Navi Mumbai,Medium,8,7,9,259,9,4,12.6,No
CASE04252,Insurance Claims,Consumer Law,Services-Insurance,West Bengal,Hooghly,Low,8,5,4,99,6,3,82,Yes
CASE04253,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Madhya Pradesh,Jabalpur,High,10,8,3,311,6,3,40,Conditional
CASE04254,Consumer Protection,Consumer Law,Products-Electronic,Delhi,North Delhi,High,10,1,9,40,1,3,37.8,No
CASE04255,Motor Accident Claims,Civil Law,Torts-Motor Accident,Gujarat,Jamnagar,Low,1,3,3,385,9,5,67,Yes
CASE04256,Environmental Law,Criminal Law,Environment-Forest,Maharashtra,Thane,Medium,5,4,3,269,6,2,45.15,Conditional
CASE04257,Intellectual Property,Civil Law,Design,West Bengal,Asansol,High,4,6,9,240,4,6,26,No
CASE04258,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 19,Uttar Pradesh,Varanasi,High,5,10,6,247,8,6,4.6,No
CASE04259,Family Disputes,Family Law,Inheritance-Intestate,Gujarat,Bhavnagar,Medium,7,4,8,56,6,3,64,Yes
CASE04260,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Maharashtra,Mumbai,High,10,7,8,178,1,5,29.4,No
CASE04261,Real Estate & RERA,Property Law,Lease-Commercial,Uttar Pradesh,Noida,Low,9,5,3,390,8,6,80.04,Yes
CASE04262,Criminal Appeals,Criminal Law,IPC-Murder,Karnataka,Davangere,Medium,9,4,5,400,7,2,59.28,Conditional
CASE04263,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Madhya Pradesh,Sagar,High,4,10,6,211,4,6,25,No
CASE04264,Insurance Claims,Consumer Law,Services-Insurance,Uttar Pradesh,Ghaziabad,High,4,5,6,103,5,4,34.04,No
CASE04265,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Delhi,New Delhi,Low,1,8,6,391,3,2,50.76,Conditional
CASE04266,Insurance Claims,Consumer Law,Torts-Motor Accident,Tamil Nadu,Vellore,Medium,2,9,5,231,3,6,50.47,Conditional
CASE04267,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Gujarat,Jamnagar,Low,4,5,7,154,8,3,53,Conditional
CASE04268,Motor Accident Claims,Civil Law,Torts-Motor Accident,Tamil Nadu,Madurai,Medium,9,10,7,41,1,4,75.19,Yes
CASE04269,Immigration & Passport Matters,Administrative Law,Service-Transfer,Madhya Pradesh,Gwalior,Medium,1,2,7,86,5,4,39,No
CASE04270,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Karnataka,Mysore,High,7,2,7,274,7,2,32.24,No
CASE04271,Bail Applications,Criminal Law,IPC-Hurt,Madhya Pradesh,Ujjain,Medium,7,1,8,146,3,5,30,No
CASE04272,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Kerala,Thrissur,High,6,5,9,304,8,2,6.6,No
CASE04273,Consumer Protection,Consumer Law,Services-Health,Madhya Pradesh,Bhopal,High,8,8,8,242,6,3,38,No
CASE04274,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Haryana,Hisar,High,2,7,3,119,10,4,9,No
CASE04275,Bail Applications,Criminal Law,IPC-Murder,West Bengal,Siliguri,Medium,5,10,8,246,2,4,23,No
CASE04276,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Faridabad,Low,6,9,8,185,2,3,41,Conditional
CASE04277,Intellectual Property,Civil Law,Design,Kerala,Kochi,Low,7,4,7,187,8,4,90.2,Yes
CASE04278,Medical Negligence,Civil Law,Torts-Medical Negligence,Haryana,Hisar,High,3,1,7,386,5,2,41,Conditional
CASE04279,Consumer Protection,Consumer Law,Practices-Misleading Ads,Madhya Pradesh,Sagar,High,10,2,5,125,6,4,57,Conditional
CASE04280,Consumer Protection,Consumer Law,Services-Health,Tamil Nadu,Tiruchirappalli,Medium,5,7,3,69,7,2,58.71,Conditional
CASE04281,Motor Accident Claims,Civil Law,Torts-Motor Accident,Madhya Pradesh,Jabalpur,High,7,9,3,76,4,2,48,Conditional
CASE04282,Insurance Claims,Consumer Law,Services-Insurance,Punjab,Ludhiana,Low,8,2,6,162,7,4,89,Yes
CASE04283,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Tamil Nadu,Tirunelveli,Medium,8,6,6,343,3,4,54.59,Conditional
CASE04284,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Rajasthan,Kota,Medium,10,7,4,143,2,3,58.59,Conditional
CASE04285,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Tamil Nadu,Madurai,High,2,2,9,87,6,3,0,No
CASE04286,Environmental Law,Criminal Law,Environment-Pollution,Punjab,Ludhiana,Medium,2,2,5,271,10,2,35,No
CASE04287,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,West Bengal,Durgapur,Medium,1,2,7,220,9,6,40,Conditional
CASE04288,Consumer Protection,Consumer Law,Practices-E-commerce,Tamil Nadu,Erode,Medium,8,3,7,72,7,6,66.95,Yes
CASE04289,Writ Petitions,Constitutional Law,Writ-Mandamus,Delhi,North Delhi,Medium,4,6,9,232,10,2,2.16,No
CASE04290,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Punjab,Amritsar,Medium,5,3,9,49,4,5,27,No
CASE04291,Motor Accident Claims,Civil Law,Torts-Motor Accident,Uttar Pradesh,Allahabad,Low,2,3,8,257,2,5,50.6,Conditional
CASE04292,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Haryana,Rohtak,Medium,8,4,5,158,3,6,44,Conditional
CASE04293,Consumer Protection,Consumer Law,Practices-E-commerce,Rajasthan,Jaipur,Low,2,1,5,164,8,6,62.31,Yes
CASE04294,Writ Petitions,Constitutional Law,Writ-Prohibition,Punjab,Amritsar,Medium,2,8,7,286,9,3,13,No
CASE04295,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Delhi,West Delhi,Low,7,5,6,353,3,6,65.88,Yes
CASE04296,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Madhya Pradesh,Bhopal,Medium,1,3,9,182,2,4,19,No
CASE04297,Insurance Claims,Consumer Law,Services-Insurance,Karnataka,Davangere,Medium,9,2,9,215,5,6,57.2,Conditional
CASE04298,Insurance Claims,Consumer Law,Services-Insurance,Gujarat,Bhavnagar,Low,1,8,9,74,1,3,46,Conditional
CASE04299,Family Disputes,Family Law,Domestic Violence-Physical,Delhi,West Delhi,Medium,6,10,3,367,5,5,74.52,Yes
CASE04300,Real Estate & RERA,Property Law,Lease-Commercial,Bihar,Darbhanga,Medium,2,3,5,207,8,3,40.48,Conditional
CASE04301,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Assam,Tinsukia,Medium,9,10,8,110,9,2,40,Conditional
CASE04302,Consumer Protection,Consumer Law,Practices-E-commerce,Delhi,New Delhi,Low,8,9,4,184,1,5,91.8,Yes
CASE04303,Bail Applications,Criminal Law,IPC-Hurt,West Bengal,Hooghly,Low,10,3,5,376,7,5,66,Yes
CASE04304,Civil Suits,Civil Law,Contract-Breach,Uttar Pradesh,Agra,Medium,1,4,6,358,4,4,47.84,Conditional
CASE04305,Constitutional Law,Constitutional Law,Writ-Mandamus,Kerala,Alappuzha,Medium,9,3,6,290,3,3,33,No
CASE04306,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Uttar Pradesh,Kanpur,Medium,5,7,9,124,9,3,25.76,No
CASE04307,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Tamil Nadu,Salem,High,7,4,5,312,8,5,27.81,No
CASE04308,Property Disputes,Property Law,Mortgage-Dispute,Haryana,Gurugram,High,4,3,6,58,2,6,36,No
CASE04309,Criminal Appeals,Criminal Law,IPC-Murder,Haryana,Panipat,Medium,6,3,8,275,3,5,23,No
CASE04310,Writ Petitions,Constitutional Law,Writ-Certiorari,Kerala,Alappuzha,Medium,9,1,9,70,4,6,15.4,No
CASE04311,Criminal Appeals,Criminal Law,IPC-Hurt,Kerala,Thrissur,Medium,7,2,9,330,9,2,39.6,No
CASE04312,Medical Negligence,Civil Law,Services-Health,West Bengal,Durgapur,Low,4,8,8,269,7,6,62,Yes
CASE04313,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Uttar Pradesh,Noida,Medium,4,2,7,254,3,3,40.48,Conditional
CASE04314,Bail Applications,Criminal Law,IPC-Assault,Assam,Nagaon,Low,1,3,5,55,2,2,42,Conditional
CASE04315,Family Disputes,Family Law,Divorce-Mutual Consent,Maharashtra,Amravati,Medium,10,1,8,62,10,4,71.4,Yes
CASE04316,Writ Petitions,Constitutional Law,Writ-Certiorari,Bihar,Muzaffarpur,Low,10,3,9,282,6,4,31.68,No
CASE04317,Consumer Protection,Consumer Law,Services-Travel,Rajasthan,Kota,Medium,10,4,8,161,4,2,53.94,Conditional
CASE04318,Civil Suits,Civil Law,Contract-Breach,Madhya Pradesh,Ujjain,Medium,2,5,3,267,4,3,51,Conditional
CASE04319,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Rajasthan,Kota,Low,2,1,9,241,2,4,24.18,No
CASE04320,Writ Petitions,Constitutional Law,Writ-Prohibition,Haryana,Ambala,Low,2,1,8,391,3,3,8,No
CASE04321,Bail Applications,Criminal Law,IPC-Murder,Kerala,Alappuzha,Medium,3,2,8,101,8,3,18.7,No
CASE04322,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Tamil Nadu,Salem,Low,5,2,7,354,2,6,56.65,Conditional
CASE04323,Family Disputes,Family Law,Child Custody-Legal,Assam,Dibrugarh,Low,10,5,3,383,7,3,100,Yes
CASE04324,Criminal Appeals,Criminal Law,IPC-Hurt,Punjab,Bathinda,Low,2,4,4,66,3,3,45,Conditional
CASE04325,Writ Petitions,Constitutional Law,Writ-Certiorari,Delhi,East Delhi,Low,1,2,9,54,3,3,7.56,No
CASE04326,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Uttar Pradesh,Meerut,Low,10,10,8,111,9,2,52.44,Conditional
CASE04327,Criminal Appeals,Criminal Law,IPC-Murder,Maharashtra,Aurangabad,Medium,3,1,7,352,8,6,34.65,No
CASE04328,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Punjab,Patiala,Medium,4,2,6,63,5,5,32,No
CASE04329,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Delhi,New Delhi,Low,7,8,9,215,4,2,44.28,Conditional
CASE04330,Criminal Appeals,Criminal Law,IPC-Cheating,Haryana,Hisar,High,1,7,5,88,1,5,10,No
CASE04331,Real Estate & RERA,Property Law,Lease-Residential,West Bengal,Siliguri,Medium,4,4,3,199,2,4,47,Conditional
CASE04332,Family Disputes,Family Law,Inheritance-Intestate,Punjab,Jalandhar,High,6,3,4,47,2,4,57,Conditional
CASE04333,Criminal Appeals,Criminal Law,IPC-Murder,Assam,Guwahati,Low,3,3,5,194,10,5,48,Conditional
CASE04334,Bail Applications,Criminal Law,IPC-Assault,Delhi,South Delhi,High,9,1,3,333,7,6,36.72,No
CASE04335,Cyber Crime & IT Act,Criminal Law,IPC-Cheating,Uttar Pradesh,Ghaziabad,Medium,4,7,3,273,3,6,32.2,No
CASE04336,Immigration & Passport Matters,Administrative Law,Licensing,Madhya Pradesh,Jabalpur,Medium,4,4,9,381,1,3,31,No
CASE04337,Motor Accident Claims,Civil Law,Torts-Motor Accident,Gujarat,Bhavnagar,High,7,10,7,305,2,6,56,Conditional
CASE04338,Labour & Employment Disputes,Labour Law,Termination-Wrongful,Madhya Pradesh,Jabalpur,Medium,3,10,7,204,3,2,50,Conditional
CASE04339,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Uttar Pradesh,Allahabad,Low,9,8,3,280,4,2,58.88,Conditional
CASE04340,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Karnataka,Hubli,Medium,10,5,9,387,10,5,50.96,Conditional
CASE04341,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Karnataka,Gulbarga,Low,4,3,5,173,3,2,30.16,No
CASE04342,Immigration & Passport Matters,Administrative Law,Service-Transfer,Rajasthan,Jaipur,High,10,9,6,378,9,5,44.64,Conditional
CASE04343,Intellectual Property,Civil Law,Design,Haryana,Hisar,Medium,2,1,6,212,9,4,52,Conditional
CASE04344,Criminal Appeals,Criminal Law,IPC-Cheating,Uttar Pradesh,Lucknow,Low,1,5,4,107,3,3,35.88,No
CASE04345,Insurance Claims,Consumer Law,Torts-Motor Accident,Kerala,Thrissur,Medium,7,8,6,165,3,2,77,Yes
CASE04346,Immigration & Passport Matters,Administrative Law,Licensing,Bihar,Patna,High,8,6,6,102,1,5,37.84,No
CASE04347,Arbitration & Mediation,Corporate Law,Arbitration-International,Haryana,Hisar,Medium,7,6,3,316,2,3,55,Conditional
CASE04348,Consumer Protection,Consumer Law,Products-Vehicles,Uttar Pradesh,Agra,Medium,8,10,4,286,10,4,63.48,Yes
CASE04349,Motor Accident Claims,Civil Law,Torts-Motor Accident,Assam,Guwahati,High,6,6,9,182,9,6,31,No
CASE04350,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Tamil Nadu,Madurai,High,4,6,4,392,7,6,20.6,No
CASE04351,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,West Bengal,Kolkata,Medium,10,3,7,147,3,5,65,Yes
CASE04352,Criminal Appeals,Criminal Law,IPC-Hurt,Haryana,Rohtak,High,6,5,8,39,9,2,10,No
CASE04353,Motor Accident Claims,Civil Law,Torts-Motor Accident,Kerala,Thiruvananthapuram,Medium,9,4,8,153,3,5,69.3,Yes
CASE04354,Bail Applications,Criminal Law,IPC-Murder,Madhya Pradesh,Gwalior,Medium,10,9,6,178,8,2,52,Conditional
CASE04355,Labour & Employment Disputes,Labour Law,Wages-Overtime,Kerala,Thrissur,Low,10,10,7,234,9,4,89.1,Yes
CASE04356,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Tamil Nadu,Tirunelveli,High,1,5,5,354,2,2,9.27,No
CASE04357,Real Estate & RERA,Property Law,Building-Construction,Bihar,Bhagalpur,Low,5,3,3,337,6,2,66,Yes
CASE04358,Civil Suits,Civil Law,Torts-Motor Accident,Assam,Jorhat,Medium,8,5,7,362,9,6,71,Yes
CASE04359,Constitutional Law,Constitutional Law,Writ-Mandamus,Kerala,Thiruvananthapuram,Low,2,7,3,155,4,5,25.3,No
CASE04360,Environmental Law,Criminal Law,Environment-Pollution,West Bengal,Asansol,Medium,10,6,6,385,6,4,58,Conditional
CASE04361,Insurance Claims,Consumer Law,Services-Insurance,Haryana,Gurugram,Low,3,5,7,362,4,3,69,Yes
CASE04362,Labour & Employment Disputes,Labour Law,Service-Promotion,Tamil Nadu,Erode,Medium,6,10,9,262,1,6,39.14,No
CASE04363,Criminal Appeals,Criminal Law,IPC-Murder,Tamil Nadu,Tiruchirappalli,Low,6,6,4,254,9,3,61.8,Yes
CASE04364,Civil Suits,Civil Law,Property-Title,Tamil Nadu,Erode,Medium,2,10,5,151,10,2,55.62,Conditional
CASE04365,Civil Suits,Civil Law,Torts-Motor Accident,Uttar Pradesh,Varanasi,Low,9,6,3,208,9,5,85.56,Yes
CASE04366,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Madhya Pradesh,Ujjain,High,7,1,9,43,5,6,11,No
CASE04367,Writ Petitions,Constitutional Law,Writ-Mandamus,Karnataka,Mangalore,Medium,3,7,8,147,3,4,0,No
CASE04368,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Assam,Silchar,Medium,4,6,6,217,7,6,47,Conditional
CASE04369,Property Disputes,Property Law,Building-Construction,Tamil Nadu,Salem,High,3,2,4,394,7,3,32.96,No
CASE04370,Immigration & Passport Matters,Administrative Law,Service-Transfer,Tamil Nadu,Madurai,Medium,5,9,5,242,6,3,54.59,Conditional
CASE04371,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Karnataka,Bangalore,High,7,3,9,279,8,5,21.84,No
CASE04372,Consumer Protection,Consumer Law,Services-Travel,Tamil Nadu,Coimbatore,High,6,10,6,33,10,4,44.29,Conditional
CASE04373,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Gujarat,Ahmedabad,Low,4,5,5,143,7,5,28,No
CASE04374,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Uttar Pradesh,Lucknow,Low,8,9,9,297,2,6,28.52,No
CASE04375,Consumer Protection,Consumer Law,Products-Vehicles,Punjab,Chandigarh,Medium,8,2,9,300,8,4,53,Conditional
CASE04376,Real Estate & RERA,Property Law,Housing-Society,Madhya Pradesh,Sagar,Low,2,8,4,99,5,5,64,Yes
CASE04377,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Bihar,Munger,Medium,7,9,9,293,9,4,9.68,No
CASE04378,Consumer Protection,Consumer Law,Services-Health,Rajasthan,Jaipur,Medium,6,10,9,390,6,5,42.78,Conditional
CASE04379,Labour & Employment Disputes,Labour Law,Wages-Overtime,Kerala,Alappuzha,Medium,2,4,9,296,4,2,38.5,No
CASE04380,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Delhi,Central Delhi,Medium,3,1,4,129,8,5,36.72,No
CASE04381,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Bihar,Munger,Medium,9,9,4,312,9,6,26.4,No
CASE04382,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Rajasthan,Jaipur,High,1,9,3,169,3,2,7.44,No
CASE04383,Corporate & Commercial Law,Corporate Law,Oppression-Mismanagement,Kerala,Alappuzha,High,9,8,5,180,6,2,35.2,No
CASE04384,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Karnataka,Gulbarga,Medium,9,2,8,231,10,2,40.56,Conditional
CASE04385,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Rajasthan,Jaipur,Medium,3,4,7,310,6,3,31.62,No
CASE04386,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Kerala,Kollam,Medium,6,3,4,146,5,4,47.3,Conditional
CASE04387,Family Disputes,Family Law,Child Custody-Legal,Tamil Nadu,Tirunelveli,Medium,1,3,3,129,1,3,55.62,Conditional
CASE04388,Intellectual Property,Civil Law,Trade Mark,Kerala,Alappuzha,Low,6,3,6,364,8,3,89.1,Yes
CASE04389,Corporate & Commercial Law,Corporate Law,Contract-Breach,Delhi,East Delhi,Low,7,5,9,217,10,5,57.24,Conditional
CASE04390,Immigration & Passport Matters,Administrative Law,Service-Transfer,Assam,Dibrugarh,Medium,1,8,4,259,5,6,35,No
CASE04391,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Bihar,Muzaffarpur,Low,6,4,8,260,5,3,45.76,Conditional
CASE04392,Real Estate & RERA,Property Law,Lease-Commercial,West Bengal,Durgapur,Low,3,7,3,304,9,2,60,Yes
CASE04393,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Madhya Pradesh,Bhopal,High,10,9,3,35,5,3,44,Conditional
CASE04394,Family Disputes,Family Law,Maintenance-Spousal,Gujarat,Rajkot,Medium,5,8,7,303,8,2,71,Yes
CASE04395,Bail Applications,Criminal Law,IPC-Murder,Delhi,West Delhi,High,4,7,7,220,5,6,22.68,No
CASE04396,Civil Suits,Civil Law,Property-Title,Rajasthan,Jaipur,Low,4,4,7,391,2,6,73.47,Yes
CASE04397,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Punjab,Bathinda,Medium,1,9,9,186,3,4,12,No
CASE04398,Intellectual Property,Civil Law,Copyright,Maharashtra,Thane,Medium,9,3,5,220,6,6,82.95,Yes
CASE04399,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,West Bengal,Durgapur,Low,9,9,3,95,3,6,44,Conditional
CASE04400,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Karnataka,Gulbarga,Low,5,3,4,277,9,5,72.8,Yes
CASE04401,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Uttar Pradesh,Noida,High,3,10,6,153,7,4,0,No
CASE04402,Consumer Protection,Consumer Law,Practices-Misleading Ads,Tamil Nadu,Salem,Low,8,7,9,274,8,3,75.19,Yes
CASE04403,Civil Suits,Civil Law,Property-Title,West Bengal,Kolkata,Medium,7,10,8,75,5,6,58,Conditional
CASE04404,Immigration & Passport Matters,Administrative Law,Licensing,Kerala,Thrissur,High,3,10,9,249,7,5,5.5,No
CASE04405,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,West Bengal,Durgapur,Medium,10,8,4,359,10,5,63,Yes
CASE04406,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Faridabad,Medium,7,2,6,309,10,3,44,Conditional
CASE04407,Real Estate & RERA,Property Law,Housing-Society,Madhya Pradesh,Indore,Medium,9,7,7,89,10,3,70,Yes
CASE04408,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Karnataka,Mangalore,Medium,10,5,6,71,4,5,62.4,Yes
CASE04409,Bail Applications,Criminal Law,IPC-Assault,Maharashtra,Solapur,Medium,1,2,7,137,2,5,28.35,No
CASE04410,Criminal Appeals,Criminal Law,IPC-Murder,Karnataka,Mysore,Medium,2,5,6,151,1,5,35.36,No
CASE04411,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Punjab,Bathinda,Medium,1,7,9,196,1,4,19,No
CASE04412,Family Disputes,Family Law,Inheritance-Intestate,Kerala,Kozhikode,Low,9,1,8,136,5,3,92.4,Yes
CASE04413,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Maharashtra,Thane,Medium,1,2,4,98,4,3,30.45,No
CASE04414,Criminal Appeals,Criminal Law,IPC-Hurt,Karnataka,Gulbarga,Low,7,6,4,331,6,4,66.56,Yes
CASE04415,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Maharashtra,Nagpur,Low,9,10,5,269,7,2,75.6,Yes
CASE04416,Bail Applications,Criminal Law,IPC-Hurt,Assam,Dibrugarh,Medium,1,8,5,229,2,6,25,No
CASE04417,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Haryana,Rohtak,Low,3,2,3,215,4,3,50,Conditional
CASE04418,Real Estate & RERA,Property Law,Lease-Commercial,Gujarat,Jamnagar,High,8,6,8,178,2,3,24,No
CASE04419,Intellectual Property,Civil Law,Geographical Indication,Bihar,Munger,High,10,8,8,139,3,5,44,Conditional
CASE04420,Motor Accident Claims,Civil Law,Torts-Motor Accident,Karnataka,Davangere,High,5,10,3,106,1,2,42.64,Conditional
CASE04421,Consumer Protection,Consumer Law,Practices-E-commerce,Madhya Pradesh,Ujjain,Medium,6,5,3,124,9,5,66,Yes
CASE04422,Labour & Employment Disputes,Labour Law,Service-Promotion,Kerala,Thiruvananthapuram,Medium,8,10,7,135,2,6,74.8,Yes
CASE04423,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 19,Karnataka,Davangere,High,1,1,5,267,5,3,0,No
CASE04424,Intellectual Property,Civil Law,Copyright,Rajasthan,Jaipur,Medium,3,5,8,303,9,2,37.2,No
CASE04425,Immigration & Passport Matters,Administrative Law,Licensing,West Bengal,Howrah,Low,6,9,7,258,10,3,73,Yes
CASE04426,Immigration & Passport Matters,Administrative Law,Service-Transfer,Rajasthan,Kota,Medium,1,5,7,55,9,2,39.06,No
CASE04427,Civil Suits,Civil Law,Torts-Motor Accident,Uttar Pradesh,Ghaziabad,Medium,3,5,4,143,10,5,54.28,Conditional
CASE04428,Consumer Protection,Consumer Law,Services-Health,Gujarat,Rajkot,Medium,2,6,9,132,4,3,35,No
CASE04429,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Assam,Silchar,Medium,9,8,9,217,5,5,12,No
CASE04430,Family Disputes,Family Law,Child Custody-Legal,Assam,Nagaon,Low,2,3,3,162,1,4,77,Yes
CASE04431,Bail Applications,Criminal Law,IPC-Hurt,Kerala,Kozhikode,Medium,4,10,8,384,10,6,26.4,No
CASE04432,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Gujarat,Bhavnagar,Medium,1,8,7,387,2,3,38,No
CASE04433,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Assam,Dibrugarh,Medium,8,3,8,54,10,3,11,No
CASE04434,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Uttar Pradesh,Varanasi,Medium,5,5,6,188,5,5,39.56,No
